ensembl_gene_id	geneSymbol	description	band
ENSG00000087152	ATXN7L3	ataxin 7 like 3 [Source:HGNC Symbol;Acc:HGNC:25416]	q21.31
ENSG00000087157	PGS1	phosphatidylglycerophosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:30029]	q25.3
ENSG00000087191	PSMC5	proteasome 26S subunit, ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9552]	q23.3
ENSG00000087237	CETP	cholesteryl ester transfer protein [Source:HGNC Symbol;Acc:HGNC:1869]	q13
ENSG00000087245	MMP2	matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]	q12.2
ENSG00000087250	MT3	metallothionein 3 [Source:HGNC Symbol;Acc:HGNC:7408]	q13
ENSG00000087253	LPCAT2	lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26032]	q12.2
ENSG00000087258	GNAO1	G protein subunit alpha o1 [Source:HGNC Symbol;Acc:HGNC:4389]	q13
ENSG00000087263	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25585]	q13
ENSG00000087995	METTL2A	methyltransferase like 2A [Source:HGNC Symbol;Acc:HGNC:25755]	q23.2
ENSG00000088682	COQ9	coenzyme Q9 [Source:HGNC Symbol;Acc:HGNC:25302]	q21
ENSG00000088756	ARHGAP28	Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:HGNC:25509]	p11.31
ENSG00000088808	PPP1R13B	protein phosphatase 1 regulatory subunit 13B [Source:HGNC Symbol;Acc:HGNC:14950]	q32.33
ENSG00000089280	FUS	FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]	p11.2
ENSG00000089486	CDIP1	cell death inducing p53 target 1 [Source:HGNC Symbol;Acc:HGNC:13234]	p13.3
ENSG00000089505	CMTM1	CKLF like MARVEL transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19172]	q21
ENSG00000089558	KCNH4	potassium voltage-gated channel subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:6253]	q21.2
ENSG00000089685	BIRC5	baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593]	q25.3
ENSG00000089902	RCOR1	REST corepressor 1 [Source:HGNC Symbol;Acc:HGNC:17441]	q32.31
ENSG00000090238	YPEL3	yippee like 3 [Source:HGNC Symbol;Acc:HGNC:18327]	p11.2
ENSG00000090447	TFAP4	transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]	p13.3
ENSG00000090470	PDCD7	programmed cell death 7 [Source:HGNC Symbol;Acc:HGNC:8767]	q22.31
ENSG00000090487	SPG21	SPG21 abhydrolase domain containing, maspardin [Source:HGNC Symbol;Acc:HGNC:20373]	q22.31
ENSG00000090565	RAB11FIP3	RAB11 family interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:17224]	p13.3
ENSG00000090581	GNPTG	N-acetylglucosamine-1-phosphate transferase subunit gamma [Source:HGNC Symbol;Acc:HGNC:23026]	p13.3
ENSG00000090857	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit [Source:HGNC Symbol;Acc:HGNC:30264]	q22.1
ENSG00000090861	AARS1	alanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:20]	q22.1
ENSG00000090863	GLG1	golgi glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:4316]	q23.1
ENSG00000090905	TNRC6A	trinucleotide repeat containing adaptor 6A [Source:HGNC Symbol;Acc:HGNC:11969]	p12.1
ENSG00000091262	ABCC6	ATP binding cassette subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:57]	p13.11
ENSG00000091536	MYO15A	myosin XVA [Source:HGNC Symbol;Acc:HGNC:7594]	p11.2
ENSG00000091542	ALKBH5	alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]	p11.2
ENSG00000091583	APOH	apolipoprotein H [Source:HGNC Symbol;Acc:HGNC:616]	q24.2
ENSG00000091592	NLRP1	NLR family pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14374]	p13.2
ENSG00000091622	PITPNM3	PITPNM family member 3 [Source:HGNC Symbol;Acc:HGNC:21043]	p13.1
ENSG00000091640	SPAG7	sperm associated antigen 7 [Source:HGNC Symbol;Acc:HGNC:11216]	p13.2
ENSG00000091651	ORC6	origin recognition complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:17151]	q11.2
ENSG00000091947	TMEM101	transmembrane protein 101 [Source:HGNC Symbol;Acc:HGNC:28653]	q21.31
ENSG00000092439	TRPM7	transient receptor potential cation channel subfamily M member 7 [Source:HGNC Symbol;Acc:HGNC:17994]	q21.2
ENSG00000092445	TYRO3	TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12446]	q15.1
ENSG00000092470	WDR76	WD repeat domain 76 [Source:HGNC Symbol;Acc:HGNC:25773]	q15.3
ENSG00000092529	CAPN3	calpain 3 [Source:HGNC Symbol;Acc:HGNC:1480]	q15.1
ENSG00000092531	SNAP23	synaptosome associated protein 23 [Source:HGNC Symbol;Acc:HGNC:11131]	q15.1
ENSG00000092871	RFFL	ring finger and FYVE like domain containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:24821]	q12
ENSG00000092929	UNC13D	unc-13 homolog D [Source:HGNC Symbol;Acc:HGNC:23147]	q25.1
ENSG00000092931	MFSD11	major facilitator superfamily domain containing 11 [Source:HGNC Symbol;Acc:HGNC:25458]	q25.1
ENSG00000094796	KRT31	keratin 31 [Source:HGNC Symbol;Acc:HGNC:6448]	q21.2
ENSG00000094804	CDC6	cell division cycle 6 [Source:HGNC Symbol;Acc:HGNC:1744]	q21.2
ENSG00000095906	NUBP2	nucleotide binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8042]	p13.3
ENSG00000095917	TPSD1	tryptase delta 1 [Source:HGNC Symbol;Acc:HGNC:14118]	p13.3
ENSG00000099364	FBXL19	F-box and leucine rich repeat protein 19 [Source:HGNC Symbol;Acc:HGNC:25300]	p11.2
ENSG00000099365	STX1B	syntaxin 1B [Source:HGNC Symbol;Acc:HGNC:18539]	p11.2
ENSG00000099377	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 [Source:HGNC Symbol;Acc:HGNC:18324]	p11.2
ENSG00000099381	SETD1A	SET domain containing 1A, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29010]	p11.2
ENSG00000099385	BCL7C	BAF chromatin remodeling complex subunit BCL7C [Source:HGNC Symbol;Acc:HGNC:1006]	p11.2
ENSG00000099769	IGFALS	insulin like growth factor binding protein acid labile subunit [Source:HGNC Symbol;Acc:HGNC:5468]	p13.3
ENSG00000099814	CEP170B	centrosomal protein 170B [Source:HGNC Symbol;Acc:HGNC:20362]	q32.33
ENSG00000100664	EIF5	eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]	q32.32
ENSG00000100711	ZFYVE21	zinc finger FYVE-type containing 21 [Source:HGNC Symbol;Acc:HGNC:20760]	q32.33
ENSG00000100726	TELO2	telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099]	p13.3
ENSG00000100865	CINP	cyclin dependent kinase 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:23789]	q32.31
ENSG00000101557	USP14	ubiquitin specific peptidase 14 [Source:HGNC Symbol;Acc:HGNC:12612]	p11.32
ENSG00000101558	VAPA	VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]	p11.22
ENSG00000101574	METTL4	methyltransferase like 4 [Source:HGNC Symbol;Acc:HGNC:24726]	p11.32
ENSG00000101577	LPIN2	lipin 2 [Source:HGNC Symbol;Acc:HGNC:14450]	p11.31
ENSG00000101596	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]	p11.32
ENSG00000101605	MYOM1	myomesin 1 [Source:HGNC Symbol;Acc:HGNC:7613]	p11.31
ENSG00000101608	MYL12A	myosin light chain 12A [Source:HGNC Symbol;Acc:HGNC:16701]	p11.31
ENSG00000101680	LAMA1	laminin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6481]	p11.31
ENSG00000101745	ANKRD12	ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135]	p11.22
ENSG00000102854	MSLN	mesothelin [Source:HGNC Symbol;Acc:HGNC:7371]	p13.3
ENSG00000102858	MGRN1	mahogunin ring finger 1 [Source:HGNC Symbol;Acc:HGNC:20254]	p13.3
ENSG00000102870	ZNF629	zinc finger protein 629 [Source:HGNC Symbol;Acc:HGNC:29008]	p11.2
ENSG00000102871	TRADD	TNFRSF1A associated via death domain [Source:HGNC Symbol;Acc:HGNC:12030]	q22.1
ENSG00000102878	HSF4	heat shock transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:5227]	q22.1
ENSG00000102879	CORO1A	coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]	p11.2
ENSG00000102882	MAPK3	mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]	p11.2
ENSG00000102886	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28638]	p11.2
ENSG00000102890	ELMO3	engulfment and cell motility 3 [Source:HGNC Symbol;Acc:HGNC:17289]	q22.1
ENSG00000102891	MT4	metallothionein 4 [Source:HGNC Symbol;Acc:HGNC:18705]	q13
ENSG00000102893	PHKB	phosphorylase kinase regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:8927]	q12.1
ENSG00000102897	LYRM1	LYR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25074]	p12.3
ENSG00000102898	NUTF2	nuclear transport factor 2 [Source:HGNC Symbol;Acc:HGNC:13722]	q22.1
ENSG00000102900	NUP93	nucleoporin 93 [Source:HGNC Symbol;Acc:HGNC:28958]	q13
ENSG00000102901	CENPT	centromere protein T [Source:HGNC Symbol;Acc:HGNC:25787]	q22.1
ENSG00000102904	TSNAXIP1	translin associated factor X interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18586]	q22.1
ENSG00000102908	NFAT5	nuclear factor of activated T cells 5 [Source:HGNC Symbol;Acc:HGNC:7774]	q22.1
ENSG00000102910	LONP2	lon peptidase 2, peroxisomal [Source:HGNC Symbol;Acc:HGNC:20598]	q12.1
ENSG00000102921	N4BP1	NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850]	q12.1
ENSG00000102924	CBLN1	cerebellin 1 precursor [Source:HGNC Symbol;Acc:HGNC:1543]	q12.1
ENSG00000102931	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]	q13
ENSG00000102934	PLLP	plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]	q13
ENSG00000102935	ZNF423	zinc finger protein 423 [Source:HGNC Symbol;Acc:HGNC:16762]	q12.1
ENSG00000102962	CCL22	C-C motif chemokine ligand 22 [Source:HGNC Symbol;Acc:HGNC:10621]	q21
ENSG00000102967	DHODH	dihydroorotate dehydrogenase (quinone) [Source:HGNC Symbol;Acc:HGNC:2867]	q22.2
ENSG00000102970	CCL17	C-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:10615]	q21
ENSG00000102974	CTCF	CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]	q22.1
ENSG00000102977	ACD	ACD shelterin complex subunit and telomerase recruitment factor [Source:HGNC Symbol;Acc:HGNC:25070]	q22.1
ENSG00000102978	POLR2C	RNA polymerase II subunit C [Source:HGNC Symbol;Acc:HGNC:9189]	q21
ENSG00000102981	PARD6A	par-6 family cell polarity regulator alpha [Source:HGNC Symbol;Acc:HGNC:15943]	q22.1
ENSG00000102984	ZNF821	zinc finger protein 821 [Source:HGNC Symbol;Acc:HGNC:28043]	q22.2
ENSG00000102996	MMP15	matrix metallopeptidase 15 [Source:HGNC Symbol;Acc:HGNC:7161]	q21
ENSG00000103005	USB1	U6 snRNA biogenesis phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:25792]	q21
ENSG00000103018	CYB5B	cytochrome b5 type B [Source:HGNC Symbol;Acc:HGNC:24374]	q22.1
ENSG00000103021	CCDC113	coiled-coil domain containing 113 [Source:HGNC Symbol;Acc:HGNC:25002]	q21
ENSG00000103023	PRSS54	serine protease 54 [Source:HGNC Symbol;Acc:HGNC:26336]	q21
ENSG00000103024	NME3	NME/NM23 nucleoside diphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:7851]	p13.3
ENSG00000103034	NDRG4	NDRG family member 4 [Source:HGNC Symbol;Acc:HGNC:14466]	q21
ENSG00000103035	PSMD7	proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]	q23.1
ENSG00000103037	SETD6	SET domain containing 6, protein lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:26116]	q21
ENSG00000103042	SLC38A7	solute carrier family 38 member 7 [Source:HGNC Symbol;Acc:HGNC:25582]	q21
ENSG00000103043	VAC14	VAC14 component of PIKFYVE complex [Source:HGNC Symbol;Acc:HGNC:25507]	q22.2
ENSG00000103044	HAS3	hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]	q22.1
ENSG00000103047	TANGO6	transport and golgi organization 6 homolog [Source:HGNC Symbol;Acc:HGNC:25749]	q22.1
ENSG00000103051	COG4	component of oligomeric golgi complex 4 [Source:HGNC Symbol;Acc:HGNC:18620]	q22.1
ENSG00000103056	SMPD3	sphingomyelin phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:14240]	q22.1
ENSG00000103061	SLC7A6OS	solute carrier family 7 member 6 opposite strand [Source:HGNC Symbol;Acc:HGNC:25807]	q22.1
ENSG00000103064	SLC7A6	solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]	q22.1
ENSG00000103066	PLA2G15	phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]	q22.1
ENSG00000103067	ESRP2	epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]	q22.1
ENSG00000103089	FA2H	fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:21197]	q23.1
ENSG00000103091	WDR59	WD repeat domain 59 [Source:HGNC Symbol;Acc:HGNC:25706]	q23.1
ENSG00000103111	MON1B	MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]	q23.1
ENSG00000103121	CMC2	C-X9-C motif containing 2 [Source:HGNC Symbol;Acc:HGNC:24447]	q23.2
ENSG00000103126	AXIN1	axin 1 [Source:HGNC Symbol;Acc:HGNC:903]	p13.3
ENSG00000103145	HCFC1R1	host cell factor C1 regulator 1 [Source:HGNC Symbol;Acc:HGNC:21198]	p13.3
ENSG00000103148	NPRL3	NPR3 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:14124]	p13.3
ENSG00000103150	MLYCD	malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]	q23.3
ENSG00000103152	MPG	N-methylpurine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7211]	p13.3
ENSG00000103154	NECAB2	N-terminal EF-hand calcium binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23746]	q23.3
ENSG00000103160	HSDL1	hydroxysteroid dehydrogenase like 1 [Source:HGNC Symbol;Acc:HGNC:16475]	q24.1
ENSG00000103168	TAF1C	TATA-box binding protein associated factor, RNA polymerase I subunit C [Source:HGNC Symbol;Acc:HGNC:11534]	q24.1
ENSG00000103174	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:17378]	p13.3
ENSG00000103175	WFDC1	WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:HGNC:15466]	q24.1
ENSG00000103184	SEC14L5	SEC14 like lipid binding 5 [Source:HGNC Symbol;Acc:HGNC:29032]	p13.3
ENSG00000103187	COTL1	coactosin like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]	q24.1
ENSG00000103194	USP10	ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]	q24.1
ENSG00000103196	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25248]	q24.1
ENSG00000103197	TSC2	TSC complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:12363]	p13.3
ENSG00000103199	ZNF500	zinc finger protein 500 [Source:HGNC Symbol;Acc:HGNC:23716]	p13.3
ENSG00000103202	NME4	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:HGNC:7852]	p13.3
ENSG00000103222	ABCC1	ATP binding cassette subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:51]	p13.11
ENSG00000103226	NOMO3	NODAL modulator 3 [Source:HGNC Symbol;Acc:HGNC:25242]	p13.11
ENSG00000103227	LMF1	lipase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:14154]	p13.3
ENSG00000103241	FOXF1	forkhead box F1 [Source:HGNC Symbol;Acc:HGNC:3809]	q24.1
ENSG00000103245	CIAO3	cytosolic iron-sulfur assembly component 3 [Source:HGNC Symbol;Acc:HGNC:14179]	p13.3
ENSG00000103248	MTHFSD	methenyltetrahydrofolate synthetase domain containing [Source:HGNC Symbol;Acc:HGNC:25778]	q24.1
ENSG00000103249	CLCN7	chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025]	p13.3
ENSG00000103253	HAGHL	hydroxyacylglutathione hydrolase like [Source:HGNC Symbol;Acc:HGNC:14177]	p13.3
ENSG00000103254	ANTKMT	adenine nucleotide translocase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:14152]	p13.3
ENSG00000103257	SLC7A5	solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]	q24.2
ENSG00000103260	METRN	meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]	p13.3
ENSG00000103264	FBXO31	F-box protein 31 [Source:HGNC Symbol;Acc:HGNC:16510]	q24.2
ENSG00000103266	STUB1	STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]	p13.3
ENSG00000103269	RHBDL1	rhomboid like 1 [Source:HGNC Symbol;Acc:HGNC:10007]	p13.3
ENSG00000103274	NUBP1	nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8041]	p13.13
ENSG00000103275	UBE2I	ubiquitin conjugating enzyme E2 I [Source:HGNC Symbol;Acc:HGNC:12485]	p13.3
ENSG00000103310	ZP2	zona pellucida glycoprotein 2 [Source:HGNC Symbol;Acc:HGNC:13188]	p12.2
ENSG00000103313	MEFV	MEFV innate immuity regulator, pyrin [Source:HGNC Symbol;Acc:HGNC:6998]	p13.3
ENSG00000103316	CRYM	crystallin mu [Source:HGNC Symbol;Acc:HGNC:2418]	p12.2
ENSG00000103319	EEF2K	eukaryotic elongation factor 2 kinase [Source:HGNC Symbol;Acc:HGNC:24615]	p12.2
ENSG00000103326	CAPN15	calpain 15 [Source:HGNC Symbol;Acc:HGNC:11182]	p13.3
ENSG00000103335	PIEZO1	piezo type mechanosensitive ion channel component 1 [Source:HGNC Symbol;Acc:HGNC:28993]	q24.3
ENSG00000103342	GSPT1	G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]	p13.13
ENSG00000103343	ZNF174	zinc finger protein 174 [Source:HGNC Symbol;Acc:HGNC:12963]	p13.3
ENSG00000103351	CLUAP1	clusterin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19009]	p13.3
ENSG00000103353	UBFD1	ubiquitin family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30565]	p12.2
ENSG00000103355	PRSS33	serine protease 33 [Source:HGNC Symbol;Acc:HGNC:30405]	p13.3
ENSG00000103356	EARS2	glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29419]	p12.2
ENSG00000103363	ELOB	elongin B [Source:HGNC Symbol;Acc:HGNC:11619]	p13.3
ENSG00000103365	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2 [Source:HGNC Symbol;Acc:HGNC:16064]	p12.2
ENSG00000103375	AQP8	aquaporin 8 [Source:HGNC Symbol;Acc:HGNC:642]	p12.1
ENSG00000103381	CPPED1	calcineurin like phosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25632]	p13.12
ENSG00000103404	USP31	ubiquitin specific peptidase 31 [Source:HGNC Symbol;Acc:HGNC:20060]	p12.2
ENSG00000103415	HMOX2	heme oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:5014]	p13.3
ENSG00000103423	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808]	p13.3
ENSG00000103426	CORO7-PAM16	CORO7-PAM16 readthrough [Source:HGNC Symbol;Acc:HGNC:44424]	p13.3
ENSG00000103429	BFAR	bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:17613]	p13.12
ENSG00000103449	SALL1	spalt like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10524]	q12.1
ENSG00000103460	TOX3	TOX high mobility group box family member 3 [Source:HGNC Symbol;Acc:HGNC:11972]	q12.1
ENSG00000103479	RBL2	RB transcriptional corepressor like 2 [Source:HGNC Symbol;Acc:HGNC:9894]	q12.2
ENSG00000103485	QPRT	quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755]	p11.2
ENSG00000103489	XYLT1	xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15516]	p12.3
ENSG00000103490	PYCARD	PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]	p11.2
ENSG00000103494	RPGRIP1L	RPGRIP1 like [Source:HGNC Symbol;Acc:HGNC:29168]	q12.2
ENSG00000103495	MAZ	MYC associated zinc finger protein [Source:HGNC Symbol;Acc:HGNC:6914]	p11.2
ENSG00000103496	STX4	syntaxin 4 [Source:HGNC Symbol;Acc:HGNC:11439]	p11.2
ENSG00000103502	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Source:HGNC Symbol;Acc:HGNC:1769]	p11.2
ENSG00000103507	BCKDK	branched chain keto acid dehydrogenase kinase [Source:HGNC Symbol;Acc:HGNC:16902]	p11.2
ENSG00000103510	KAT8	lysine acetyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:17933]	p11.2
ENSG00000103512	NOMO1	NODAL modulator 1 [Source:HGNC Symbol;Acc:HGNC:30060]	p13.11
ENSG00000103522	IL21R	interleukin 21 receptor [Source:HGNC Symbol;Acc:HGNC:6006]	p12.1
ENSG00000103528	SYT17	synaptotagmin 17 [Source:HGNC Symbol;Acc:HGNC:24119]	p12.3
ENSG00000103534	TMC5	transmembrane channel like 5 [Source:HGNC Symbol;Acc:HGNC:22999]	p12.3
ENSG00000103540	CCP110	centriolar coiled-coil protein 110 [Source:HGNC Symbol;Acc:HGNC:24342]	p12.3
ENSG00000103544	VPS35L	VPS35 endosomal protein sorting factor like [Source:HGNC Symbol;Acc:HGNC:24641]	p12.3
ENSG00000103546	SLC6A2	solute carrier family 6 member 2 [Source:HGNC Symbol;Acc:HGNC:11048]	q12.2
ENSG00000103549	RNF40	ring finger protein 40 [Source:HGNC Symbol;Acc:HGNC:16867]	p11.2
ENSG00000103550	KNOP1	lysine rich nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:34404]	p12.3
ENSG00000103569	AQP9	aquaporin 9 [Source:HGNC Symbol;Acc:HGNC:643]	q21.3
ENSG00000103591	AAGAB	alpha and gamma adaptin binding protein [Source:HGNC Symbol;Acc:HGNC:25662]	q23
ENSG00000103599	IQCH	IQ motif containing H [Source:HGNC Symbol;Acc:HGNC:25721]	q23
ENSG00000103642	LACTB	lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468]	q22.2
ENSG00000103647	CORO2B	coronin 2B [Source:HGNC Symbol;Acc:HGNC:2256]	q23
ENSG00000103653	CSK	C-terminal Src kinase [Source:HGNC Symbol;Acc:HGNC:2444]	q24.1
ENSG00000103657	HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:HGNC:4867]	q22.31
ENSG00000103671	TRIP4	thyroid hormone receptor interactor 4 [Source:HGNC Symbol;Acc:HGNC:12310]	q22.31
ENSG00000103707	MTFMT	mitochondrial methionyl-tRNA formyltransferase [Source:HGNC Symbol;Acc:HGNC:29666]	q22.31
ENSG00000103710	RASL12	RAS like family 12 [Source:HGNC Symbol;Acc:HGNC:30289]	q22.31
ENSG00000103723	AP3B2	adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]	q25.2
ENSG00000103740	ACSBG1	acyl-CoA synthetase bubblegum family member 1 [Source:HGNC Symbol;Acc:HGNC:29567]	q25.1
ENSG00000103742	IGDCC4	immunoglobulin superfamily DCC subclass member 4 [Source:HGNC Symbol;Acc:HGNC:13770]	q22.31
ENSG00000103769	RAB11A	RAB11A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9760]	q22.31
ENSG00000103811	CTSH	cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535]	q25.1
ENSG00000103852	TTC23	tetratricopeptide repeat domain 23 [Source:HGNC Symbol;Acc:HGNC:25730]	q26.3
ENSG00000103855	CD276	CD276 molecule [Source:HGNC Symbol;Acc:HGNC:19137]	q24.1
ENSG00000103876	FAH	fumarylacetoacetate hydrolase [Source:HGNC Symbol;Acc:HGNC:3579]	q25.1
ENSG00000103888	CEMIP	cell migration inducing hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:29213]	q25.1
ENSG00000103932	RPAP1	RNA polymerase II associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24567]	q15.1
ENSG00000103942	HOMER2	homer scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]	q25.2
ENSG00000103966	EHD4	EH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:3245]	q15.1
ENSG00000103978	TMEM87A	transmembrane protein 87A [Source:HGNC Symbol;Acc:HGNC:24522]	q15.1
ENSG00000103994	ZNF106	zinc finger protein 106 [Source:HGNC Symbol;Acc:HGNC:12886]	q15.1
ENSG00000103995	CEP152	centrosomal protein 152 [Source:HGNC Symbol;Acc:HGNC:29298]	q21.1
ENSG00000104043	ATP8B4	ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536]	q21.2
ENSG00000104044	OCA2	OCA2 melanosomal transmembrane protein [Source:HGNC Symbol;Acc:HGNC:8101]	q13.1
ENSG00000104047	DTWD1	DTW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30926]	q21.2
ENSG00000104055	TGM5	transglutaminase 5 [Source:HGNC Symbol;Acc:HGNC:11781]	q15.2
ENSG00000104059	FAM189A1	family with sequence similarity 189 member A1 [Source:HGNC Symbol;Acc:HGNC:29075]	q13.1
ENSG00000104064	GABPB1	GA binding protein transcription factor subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4074]	q21.2
ENSG00000104067	TJP1	tight junction protein 1 [Source:HGNC Symbol;Acc:HGNC:11827]	q13.1
ENSG00000104081	BMF	Bcl2 modifying factor [Source:HGNC Symbol;Acc:HGNC:24132]	q15.1
ENSG00000104093	DMXL2	Dmx like 2 [Source:HGNC Symbol;Acc:HGNC:2938]	q21.2
ENSG00000104112	SCG3	secretogranin III [Source:HGNC Symbol;Acc:HGNC:13707]	q21.2
